climate_date,province_name,latitude,longitude,precipitation_mm,temperature_avg_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_mps,source,dry_day_flag,heavy_rain_flag,heat_stress_flag,climate_risk_score,climate_risk_label
2026-01-23,Jawa Timur,-7.5360639,112.2384017,10.9,24.73,27.39,23.05,91.85,4.39,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Kalimantan Barat,-0.2787808,111.4752851,0.08,24.27,28.24,21.06,87.53,1.0,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Kalimantan Selatan,-3.0926415,115.2837585,0.01,26.87,31.46,22.92,84.59,1.25,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Kalimantan Tengah,-1.6814878,113.3823545,0.0,26.15,32.19,21.36,82.55,1.2,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Kalimantan Timur,0.5386586,116.419389,0.0,25.65,28.79,22.78,89.87,0.77,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Kalimantan Utara,3.0730929,116.0413889,0.04,22.72,26.66,19.22,88.64,0.87,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Kepulauan Bangka Belitung,-2.7410513,106.4405872,3.23,26.55,28.41,25.3,85.09,8.16,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Kepulauan Riau,3.9456514,108.1428669,11.87,25.8,26.31,25.42,87.24,8.04,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Lampung,-4.5585849,105.4068079,5.49,26.13,29.15,23.92,89.39,5.93,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Maluku,-3.2384616,130.1452734,0.37,27.04,28.5,25.7,82.02,4.12,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Maluku Utara,1.5709993,127.8087693,0.66,27.05,28.26,25.63,83.41,5.48,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Nusa Tenggara Barat,-8.6529334,117.3616476,27.28,25.71,27.76,24.46,90.02,3.33,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Nusa Tenggara Timur,-8.6573819,121.0793705,9.51,25.91,27.17,24.94,88.52,5.9,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Papua,-4.269928,138.0803529,18.85,22.92,25.64,20.59,88.65,1.49,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Papua Barat,-1.3361154,133.1747162,0.21,23.98,27.89,20.77,87.94,0.92,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Papua Barat Daya,-0.88272864,131.28662743,0.77,28.1,29.68,26.88,80.53,2.82,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Papua Pegunungan,-4.06450843,138.95770535,13.59,13.21,17.38,10.04,90.49,1.79,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Papua Selatan,-4.269928,138.0803529,18.85,22.92,25.64,20.59,88.65,1.49,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Papua Tengah,-4.269928,138.0803529,18.85,22.92,25.64,20.59,88.65,1.49,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Riau,0.2933469,101.7068294,17.54,24.71,28.23,21.81,90.56,0.92,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Sulawesi Barat,-2.8441371,119.2320784,0.03,20.8,26.22,16.07,79.33,1.5,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Sulawesi Selatan,-3.6687994,119.9740534,0.01,24.87,30.11,21.08,77.23,1.11,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Sulawesi Tengah,-1.4300254,121.4456179,0.0,21.14,23.53,19.19,89.56,1.4,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Sulawesi Tenggara,-4.14491,122.174605,0.09,25.32,28.33,22.8,90.49,0.74,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Sulawesi Utara,0.6246932,123.9750018,0.13,24.06,27.44,21.39,84.61,4.07,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Sumatera Barat,-0.7399397,100.8000051,0.92,23.36,27.69,19.98,84.54,1.47,NASA POWER Daily API,1,0,0,1,Medium
2026-01-23,Sumatera Selatan,-3.3194374,103.914399,2.1,25.28,28.84,22.65,89.65,4.48,NASA POWER Daily API,0,0,0,0,Low
2026-01-23,Sumatera Utara,2.1153547,99.5450974,0.0,21.97,26.8,18.07,83.8,0.86,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Aceh,4.695135,96.7493993,0.0,19.54,24.59,15.99,86.88,1.11,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Bali,-8.4095178,115.188916,0.65,26.0,28.39,24.13,84.52,1.99,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Banten,-6.4058172,106.0640179,9.27,24.97,27.29,23.38,90.54,5.24,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Bengkulu,-3.7928451,102.2607641,1.21,26.15,29.16,23.49,80.15,2.97,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,D.I Yogyakarta,-7.8753849,110.4262088,2.25,26.18,29.19,23.92,85.49,4.25,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,DKI Jakarta,-6.1944491,106.8229198,6.29,26.82,28.07,25.89,85.58,6.55,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Gorontalo,0.6999372,122.4467238,1.05,27.12,29.83,24.44,78.24,2.83,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Jambi,-1.6101229,103.6131203,1.5,25.56,29.24,22.94,88.94,2.08,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Jawa Barat,-7.090911,107.668887,7.57,20.91,23.63,18.79,93.28,5.99,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Jawa Tengah,-7.150975,110.1402594,3.65,24.94,26.56,23.94,88.83,6.53,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Jawa Timur,-7.5360639,112.2384017,0.13,25.23,28.6,22.62,89.46,4.15,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Kalimantan Barat,-0.2787808,111.4752851,3.65,24.65,28.7,20.53,88.27,0.81,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Kalimantan Selatan,-3.0926415,115.2837585,0.0,26.46,29.71,24.1,86.67,0.99,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Kalimantan Tengah,-1.6814878,113.3823545,0.0,25.88,30.75,21.58,83.25,0.72,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Kalimantan Timur,0.5386586,116.419389,0.04,25.98,29.73,22.96,87.61,0.81,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Kalimantan Utara,3.0730929,116.0413889,0.16,22.75,26.58,20.05,88.3,0.73,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Kepulauan Bangka Belitung,-2.7410513,106.4405872,5.11,26.7,28.89,25.27,85.1,7.03,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Kepulauan Riau,3.9456514,108.1428669,5.26,25.92,26.58,25.41,87.44,8.24,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Lampung,-4.5585849,105.4068079,0.49,25.78,28.64,23.65,90.06,4.63,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Maluku,-3.2384616,130.1452734,0.37,27.27,28.94,25.64,80.6,2.85,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Maluku Utara,1.5709993,127.8087693,0.61,27.29,28.39,26.31,82.29,4.5,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Nusa Tenggara Barat,-8.6529334,117.3616476,3.81,26.15,29.18,24.1,86.16,2.53,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Nusa Tenggara Timur,-8.6573819,121.0793705,1.9,26.07,28.4,24.53,86.06,3.61,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Papua,-4.269928,138.0803529,0.2,24.4,27.78,20.8,80.76,1.67,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Papua Barat,-1.3361154,133.1747162,0.0,23.94,27.45,21.38,87.69,0.75,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Papua Barat Daya,-0.88272864,131.28662743,0.23,28.43,30.62,26.74,78.11,2.02,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Papua Pegunungan,-4.06450843,138.95770535,1.11,14.26,18.09,11.6,88.07,1.66,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Papua Selatan,-4.269928,138.0803529,0.2,24.4,27.78,20.8,80.76,1.67,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Papua Tengah,-4.269928,138.0803529,0.2,24.4,27.78,20.8,80.76,1.67,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Riau,0.2933469,101.7068294,16.65,25.42,29.72,21.85,89.05,1.0,NASA POWER Daily API,0,0,0,0,Low
2026-01-24,Sulawesi Barat,-2.8441371,119.2320784,0.02,20.62,25.68,16.6,84.1,1.0,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Sulawesi Selatan,-3.6687994,119.9740534,0.03,23.63,27.3,20.97,85.69,1.34,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Sulawesi Tengah,-1.4300254,121.4456179,0.0,22.14,26.59,18.48,85.54,1.05,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Sulawesi Tenggara,-4.14491,122.174605,0.1,25.5,28.94,23.28,87.66,0.75,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Sulawesi Utara,0.6246932,123.9750018,0.18,24.92,28.47,21.52,79.76,1.74,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Sumatera Barat,-0.7399397,100.8000051,0.79,23.09,27.57,19.52,86.03,2.03,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Sumatera Selatan,-3.3194374,103.914399,0.5,24.92,28.23,22.24,89.93,3.7,NASA POWER Daily API,1,0,0,1,Medium
2026-01-24,Sumatera Utara,2.1153547,99.5450974,0.0,21.72,26.6,17.85,87.16,1.51,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Aceh,4.695135,96.7493993,0.0,19.47,25.04,15.0,83.1,0.67,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Bali,-8.4095178,115.188916,1.64,25.84,27.91,24.42,84.94,1.73,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Banten,-6.4058172,106.0640179,24.46,25.27,27.84,23.17,89.01,3.5,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Bengkulu,-3.7928451,102.2607641,0.8,26.43,29.53,23.88,82.0,2.14,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,D.I Yogyakarta,-7.8753849,110.4262088,8.71,26.0,28.99,23.28,85.62,3.66,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,DKI Jakarta,-6.1944491,106.8229198,16.38,26.98,28.27,25.8,85.95,5.17,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Gorontalo,0.6999372,122.4467238,1.53,27.16,28.98,25.54,79.4,3.22,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Jambi,-1.6101229,103.6131203,2.54,25.83,29.61,23.15,89.15,1.9,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Jawa Barat,-7.090911,107.668887,13.21,21.01,24.68,18.39,92.53,4.08,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Jawa Tengah,-7.150975,110.1402594,6.84,24.78,26.38,23.62,89.3,5.52,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Jawa Timur,-7.5360639,112.2384017,1.38,25.02,28.35,22.13,90.38,3.56,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Kalimantan Barat,-0.2787808,111.4752851,32.93,23.87,26.18,22.36,95.22,0.83,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Kalimantan Selatan,-3.0926415,115.2837585,2.28,26.12,30.34,23.08,88.32,0.94,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Kalimantan Tengah,-1.6814878,113.3823545,9.55,26.42,31.57,22.58,86.81,0.59,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Kalimantan Timur,0.5386586,116.419389,1.71,25.71,29.34,22.88,89.29,0.73,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Kalimantan Utara,3.0730929,116.0413889,0.04,22.98,26.93,19.78,88.63,0.85,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Kepulauan Bangka Belitung,-2.7410513,106.4405872,2.26,26.71,28.94,25.05,86.25,5.65,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Kepulauan Riau,3.9456514,108.1428669,2.7,25.78,26.33,25.36,81.97,8.13,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Lampung,-4.5585849,105.4068079,1.36,26.34,29.85,23.01,88.17,4.11,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Maluku,-3.2384616,130.1452734,1.15,27.27,29.03,25.64,81.55,2.76,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Maluku Utara,1.5709993,127.8087693,4.05,26.69,27.76,25.67,83.02,4.22,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Nusa Tenggara Barat,-8.6529334,117.3616476,2.27,25.91,28.49,24.45,89.62,2.29,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Nusa Tenggara Timur,-8.6573819,121.0793705,0.67,25.75,27.43,24.51,89.09,3.19,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Papua,-4.269928,138.0803529,1.04,23.53,26.57,21.4,86.73,1.94,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Papua Barat,-1.3361154,133.1747162,0.93,23.55,27.17,20.92,88.77,0.64,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Papua Barat Daya,-0.88272864,131.28662743,0.81,28.1,29.48,26.96,77.89,2.5,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Papua Pegunungan,-4.06450843,138.95770535,1.89,13.4,15.55,11.33,92.4,2.25,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Papua Selatan,-4.269928,138.0803529,1.04,23.53,26.57,21.4,86.73,1.94,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Papua Tengah,-4.269928,138.0803529,1.04,23.53,26.57,21.4,86.73,1.94,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Riau,0.2933469,101.7068294,33.08,25.61,29.61,22.61,90.62,0.96,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Sulawesi Barat,-2.8441371,119.2320784,0.03,20.91,25.61,17.5,84.05,0.94,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Sulawesi Selatan,-3.6687994,119.9740534,0.02,23.7,28.13,20.98,82.69,1.56,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Sulawesi Tengah,-1.4300254,121.4456179,0.01,22.35,26.43,20.07,87.76,0.83,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Sulawesi Tenggara,-4.14491,122.174605,0.08,25.25,28.23,23.04,88.07,0.63,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Sulawesi Utara,0.6246932,123.9750018,1.19,24.83,26.94,23.14,83.41,1.92,NASA POWER Daily API,0,0,0,0,Low
2026-01-25,Sumatera Barat,-0.7399397,100.8000051,0.46,23.41,27.82,19.9,86.19,1.91,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Sumatera Selatan,-3.3194374,103.914399,0.18,25.48,29.5,21.99,88.71,3.04,NASA POWER Daily API,1,0,0,1,Medium
2026-01-25,Sumatera Utara,2.1153547,99.5450974,0.0,21.54,26.47,18.01,87.99,1.57,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Aceh,4.695135,96.7493993,0.0,20.76,25.73,16.89,87.58,0.64,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Bali,-8.4095178,115.188916,5.19,25.21,26.47,24.26,90.29,2.42,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Banten,-6.4058172,106.0640179,12.97,25.28,27.67,23.58,90.11,3.14,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Bengkulu,-3.7928451,102.2607641,1.57,26.27,28.59,25.08,85.0,1.9,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,D.I Yogyakarta,-7.8753849,110.4262088,9.38,26.48,29.08,24.27,86.44,3.25,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,DKI Jakarta,-6.1944491,106.8229198,20.54,26.87,28.01,25.94,87.09,4.75,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Gorontalo,0.6999372,122.4467238,0.96,27.12,29.07,25.61,81.46,3.53,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Jambi,-1.6101229,103.6131203,1.24,25.52,29.51,22.73,89.18,1.75,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Jawa Barat,-7.090911,107.668887,6.89,21.65,25.88,18.72,92.43,2.99,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Jawa Tengah,-7.150975,110.1402594,13.41,25.01,27.03,23.84,89.18,4.59,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Jawa Timur,-7.5360639,112.2384017,5.06,24.67,27.39,22.43,91.86,3.05,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Kalimantan Barat,-0.2787808,111.4752851,8.27,24.89,28.12,22.39,92.74,0.82,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Kalimantan Selatan,-3.0926415,115.2837585,0.38,27.01,31.54,23.64,87.05,1.0,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Kalimantan Tengah,-1.6814878,113.3823545,3.61,26.71,30.9,23.17,85.33,0.97,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Kalimantan Timur,0.5386586,116.419389,1.06,25.77,29.16,23.01,90.4,0.7,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Kalimantan Utara,3.0730929,116.0413889,0.86,23.56,27.4,20.37,89.32,0.85,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Kepulauan Bangka Belitung,-2.7410513,106.4405872,1.66,26.7,28.99,25.01,85.48,5.66,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Kepulauan Riau,3.9456514,108.1428669,1.61,25.65,26.09,25.22,82.41,7.02,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Lampung,-4.5585849,105.4068079,1.72,26.44,29.1,23.86,88.46,3.69,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Maluku,-3.2384616,130.1452734,1.64,27.01,28.69,25.61,82.22,2.71,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Maluku Utara,1.5709993,127.8087693,2.61,27.2,29.11,25.37,81.93,2.57,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Nusa Tenggara Barat,-8.6529334,117.3616476,0.8,26.19,29.01,24.6,88.38,2.54,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Nusa Tenggara Timur,-8.6573819,121.0793705,0.88,25.87,27.53,24.69,89.36,4.19,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Papua,-4.269928,138.0803529,1.55,24.65,29.69,21.62,83.33,1.65,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Papua Barat,-1.3361154,133.1747162,0.03,23.99,27.9,20.3,87.02,0.62,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Papua Barat Daya,-0.88272864,131.28662743,0.78,28.09,30.37,26.01,78.89,1.94,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Papua Pegunungan,-4.06450843,138.95770535,0.94,12.78,17.79,8.79,81.6,2.55,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Papua Selatan,-4.269928,138.0803529,1.55,24.65,29.69,21.62,83.33,1.65,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Papua Tengah,-4.269928,138.0803529,1.55,24.65,29.69,21.62,83.33,1.65,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Riau,0.2933469,101.7068294,24.34,25.49,29.53,22.27,90.05,0.83,NASA POWER Daily API,0,0,0,0,Low
2026-01-26,Sulawesi Barat,-2.8441371,119.2320784,0.04,21.43,26.56,17.5,84.23,1.0,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Sulawesi Selatan,-3.6687994,119.9740534,0.11,24.02,29.15,20.72,83.28,1.54,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Sulawesi Tengah,-1.4300254,121.4456179,0.01,21.94,25.3,19.7,88.52,0.81,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Sulawesi Tenggara,-4.14491,122.174605,0.12,25.33,28.9,22.86,89.22,0.67,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Sulawesi Utara,0.6246932,123.9750018,0.95,24.71,26.89,23.19,85.36,2.34,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Sumatera Barat,-0.7399397,100.8000051,0.63,23.67,28.18,20.04,86.57,1.37,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Sumatera Selatan,-3.3194374,103.914399,0.28,25.68,29.04,22.42,89.18,2.92,NASA POWER Daily API,1,0,0,1,Medium
2026-01-26,Sumatera Utara,2.1153547,99.5450974,0.0,21.85,26.84,17.77,88.05,1.3,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Aceh,4.695135,96.7493993,0.04,21.14,25.57,18.24,87.71,0.58,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Bali,-8.4095178,115.188916,12.37,25.31,27.37,23.89,86.82,2.33,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Banten,-6.4058172,106.0640179,10.54,24.9,27.07,23.45,90.62,3.3,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Bengkulu,-3.7928451,102.2607641,2.28,26.23,28.86,24.67,85.29,2.85,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,D.I Yogyakarta,-7.8753849,110.4262088,6.26,26.86,29.41,24.96,86.14,2.4,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,DKI Jakarta,-6.1944491,106.8229198,18.31,25.8,26.37,25.0,91.64,4.66,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Gorontalo,0.6999372,122.4467238,0.73,27.33,29.75,25.24,81.13,3.32,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Jambi,-1.6101229,103.6131203,0.78,25.09,28.0,23.31,90.76,1.68,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Jawa Barat,-7.090911,107.668887,2.6,20.84,23.78,18.88,94.14,3.81,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Jawa Tengah,-7.150975,110.1402594,16.99,24.71,26.15,23.37,92.33,5.16,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Jawa Timur,-7.5360639,112.2384017,2.98,24.93,27.52,23.5,91.86,3.19,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Kalimantan Barat,-0.2787808,111.4752851,5.49,25.21,29.15,22.28,91.52,0.84,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Kalimantan Selatan,-3.0926415,115.2837585,22.48,26.65,30.4,24.17,89.2,0.79,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Kalimantan Tengah,-1.6814878,113.3823545,17.26,27.1,31.41,23.52,84.55,0.93,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Kalimantan Timur,0.5386586,116.419389,15.81,26.12,28.8,24.13,91.5,0.44,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Kalimantan Utara,3.0730929,116.0413889,1.1,23.49,27.01,21.08,90.73,0.5,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Kepulauan Bangka Belitung,-2.7410513,106.4405872,1.31,26.43,28.59,24.95,86.36,5.73,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Kepulauan Riau,3.9456514,108.1428669,1.91,25.84,26.39,25.32,85.47,6.3,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Lampung,-4.5585849,105.4068079,3.31,26.09,28.45,24.11,89.91,4.33,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Maluku,-3.2384616,130.1452734,0.71,27.21,28.79,25.88,83.86,3.14,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Maluku Utara,1.5709993,127.8087693,0.13,27.32,29.32,26.05,81.17,2.73,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Nusa Tenggara Barat,-8.6529334,117.3616476,3.95,25.84,28.85,24.14,89.05,2.42,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Nusa Tenggara Timur,-8.6573819,121.0793705,4.0,26.05,28.02,24.78,88.0,4.23,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Papua,-4.269928,138.0803529,7.53,24.9,29.17,21.72,81.13,1.93,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Papua Barat,-1.3361154,133.1747162,1.67,24.44,28.05,21.53,89.55,0.84,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Papua Barat Daya,-0.88272864,131.28662743,0.22,27.89,29.38,26.75,83.04,3.31,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Papua Pegunungan,-4.06450843,138.95770535,6.21,13.32,19.71,7.06,81.8,1.59,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Papua Selatan,-4.269928,138.0803529,7.53,24.9,29.17,21.72,81.13,1.93,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Papua Tengah,-4.269928,138.0803529,7.53,24.9,29.17,21.72,81.13,1.93,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Riau,0.2933469,101.7068294,6.57,25.53,29.7,21.97,88.81,0.75,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Sulawesi Barat,-2.8441371,119.2320784,1.99,21.27,24.99,18.71,90.57,0.93,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Sulawesi Selatan,-3.6687994,119.9740534,5.51,23.4,26.73,21.28,90.37,1.52,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Sulawesi Tengah,-1.4300254,121.4456179,0.02,22.14,25.97,19.39,88.34,1.05,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Sulawesi Tenggara,-4.14491,122.174605,2.29,24.82,27.44,22.76,92.11,0.7,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Sulawesi Utara,0.6246932,123.9750018,0.4,25.04,28.3,22.5,83.37,2.93,NASA POWER Daily API,1,0,0,1,Medium
2026-01-27,Sumatera Barat,-0.7399397,100.8000051,5.08,23.75,27.78,20.95,87.18,1.14,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Sumatera Selatan,-3.3194374,103.914399,1.49,25.2,28.31,23.27,90.31,3.68,NASA POWER Daily API,0,0,0,0,Low
2026-01-27,Sumatera Utara,2.1153547,99.5450974,0.36,22.35,26.68,18.83,87.39,1.06,NASA POWER Daily API,1,0,0,1,Medium
2026-01-28,Aceh,4.695135,96.7493993,0.06,21.07,25.42,18.84,88.52,0.66,NASA POWER Daily API,1,0,0,1,Medium
2026-01-28,Bali,-8.4095178,115.188916,17.29,24.83,26.15,23.55,91.26,2.09,NASA POWER Daily API,0,0,0,0,Low
2026-01-28,Banten,-6.4058172,106.0640179,6.48,24.74,26.83,23.56,92.26,3.74,NASA POWER Daily API,0,0,0,0,Low
2026-01-28,Bengkulu,-3.7928451,102.2607641,7.01,26.16,28.87,24.13,83.22,3.49,NASA POWER Daily API,0,0,0,0,Low
2026-01-28,D.I Yogyakarta,-7.8753849,110.4262088,12.53,26.5,29.32,24.39,85.4,2.85,NASA POWER Daily API,0,0,0,0,Low
2026-01-28,DKI Jakarta,-6.1944491,106.8229198,5.0,26.43,27.22,25.83,87.91,5.3,NASA POWER Daily API,0,0,0,0,Low
