weather_datetime_utc,forecast_date,province_name,weather_code,weather_desc,temperature_min,temperature_max,temperature_avg,humidity_min,humidity_max,humidity_avg,wind_direction,wind_speed,weather_risk_label,weather_risk_score,source
2026-05-04 10:00:00,2026-05-04,Sulawesi Tenggara,3,Berawan,27.0,27.0,27.0,83.0,83.0,83.0,NE,5.8,Low,0,BMKG Public Weather Forecast API
2026-05-04 13:00:00,2026-05-04,Sulawesi Tenggara,10,Udara Kabur,26.0,26.0,26.0,87.0,87.0,87.0,NE,6.1,Low,0,BMKG Public Weather Forecast API
2026-05-04 16:00:00,2026-05-04,Sulawesi Tenggara,2,Cerah Berawan,25.0,25.0,25.0,90.0,90.0,90.0,NE,5.7,Medium,1,BMKG Public Weather Forecast API
2026-05-04 19:00:00,2026-05-04,Sulawesi Tenggara,2,Cerah Berawan,25.0,25.0,25.0,92.0,92.0,92.0,NE,5.5,Medium,1,BMKG Public Weather Forecast API
2026-05-04 22:00:00,2026-05-04,Sulawesi Tenggara,2,Cerah Berawan,25.0,25.0,25.0,88.0,88.0,88.0,E,3.8,Low,0,BMKG Public Weather Forecast API
2026-05-04 01:00:00,2026-05-04,Sulawesi Utara,2,Cerah Berawan,29.0,29.0,29.0,77.0,77.0,77.0,SE,7.6,Low,0,BMKG Public Weather Forecast API
2026-05-04 04:00:00,2026-05-04,Sulawesi Utara,1,Cerah,28.0,28.0,28.0,77.0,77.0,77.0,S,7.9,Low,0,BMKG Public Weather Forecast API
2026-05-04 07:00:00,2026-05-04,Sulawesi Utara,1,Cerah,28.0,28.0,28.0,79.0,79.0,79.0,S,5.7,Low,0,BMKG Public Weather Forecast API
2026-05-04 10:00:00,2026-05-04,Sulawesi Utara,1,Cerah,25.0,25.0,25.0,90.0,90.0,90.0,S,4.4,Medium,1,BMKG Public Weather Forecast API
2026-05-04 13:00:00,2026-05-04,Sulawesi Utara,1,Cerah,25.0,25.0,25.0,89.0,89.0,89.0,W,1.6,Low,0,BMKG Public Weather Forecast API
2026-05-04 16:00:00,2026-05-04,Sulawesi Utara,1,Cerah,24.0,24.0,24.0,91.0,91.0,91.0,W,1.7,Medium,1,BMKG Public Weather Forecast API
2026-05-04 19:00:00,2026-05-04,Sulawesi Utara,2,Cerah Berawan,24.0,24.0,24.0,87.0,87.0,87.0,SW,2.4,Low,0,BMKG Public Weather Forecast API
2026-05-04 22:00:00,2026-05-04,Sulawesi Utara,1,Cerah,26.0,26.0,26.0,88.0,88.0,88.0,SE,2.0,Low,0,BMKG Public Weather Forecast API
2026-05-04 01:00:00,2026-05-04,Sumatera Barat,3,Berawan,23.0,23.0,23.0,87.0,87.0,87.0,N,4.4,Low,0,BMKG Public Weather Forecast API
2026-05-04 04:00:00,2026-05-04,Sumatera Barat,95,Hujan Petir,27.0,27.0,27.0,69.0,69.0,69.0,N,3.1,High,3,BMKG Public Weather Forecast API
2026-05-04 07:00:00,2026-05-04,Sumatera Barat,61,Hujan Ringan,24.0,24.0,24.0,85.0,85.0,85.0,E,1.7,Medium,1,BMKG Public Weather Forecast API
2026-05-04 10:00:00,2026-05-04,Sumatera Barat,3,Berawan,23.0,23.0,23.0,93.0,93.0,93.0,SE,0.3,Medium,1,BMKG Public Weather Forecast API
2026-05-04 13:00:00,2026-05-04,Sumatera Barat,3,Berawan,21.0,21.0,21.0,95.0,95.0,95.0,S,0.3,Medium,1,BMKG Public Weather Forecast API
2026-05-04 16:00:00,2026-05-04,Sumatera Barat,3,Berawan,20.0,20.0,20.0,96.0,96.0,96.0,SW,0.5,Medium,1,BMKG Public Weather Forecast API
2026-05-04 19:00:00,2026-05-04,Sumatera Barat,3,Berawan,20.0,20.0,20.0,93.0,93.0,93.0,W,0.7,Medium,1,BMKG Public Weather Forecast API
2026-05-04 22:00:00,2026-05-04,Sumatera Barat,2,Cerah Berawan,19.0,19.0,19.0,95.0,95.0,95.0,SW,0.8,Medium,1,BMKG Public Weather Forecast API
2026-05-04 01:00:00,2026-05-04,Sumatera Selatan,3,Berawan,26.0,26.0,26.0,87.0,87.0,87.0,E,3.1,Low,0,BMKG Public Weather Forecast API
2026-05-04 04:00:00,2026-05-04,Sumatera Selatan,61,Hujan Ringan,29.0,29.0,29.0,74.0,74.0,74.0,NE,4.3,Medium,1,BMKG Public Weather Forecast API
2026-05-04 07:00:00,2026-05-04,Sumatera Selatan,61,Hujan Ringan,28.0,28.0,28.0,79.0,79.0,79.0,S,7.5,Medium,1,BMKG Public Weather Forecast API
2026-05-04 10:00:00,2026-05-04,Sumatera Selatan,61,Hujan Ringan,25.0,25.0,25.0,97.0,97.0,97.0,W,3.7,Medium,2,BMKG Public Weather Forecast API
2026-05-04 13:00:00,2026-05-04,Sumatera Selatan,3,Berawan,24.0,24.0,24.0,98.0,98.0,98.0,E,1.7,Medium,1,BMKG Public Weather Forecast API
2026-05-04 16:00:00,2026-05-04,Sumatera Selatan,3,Berawan,24.0,24.0,24.0,96.0,96.0,96.0,N,2.0,Medium,1,BMKG Public Weather Forecast API
2026-05-04 19:00:00,2026-05-04,Sumatera Selatan,3,Berawan,23.0,23.0,23.0,97.0,97.0,97.0,N,1.9,Medium,1,BMKG Public Weather Forecast API
2026-05-04 22:00:00,2026-05-04,Sumatera Selatan,2,Cerah Berawan,23.0,23.0,23.0,94.0,94.0,94.0,NE,2.0,Medium,1,BMKG Public Weather Forecast API
2026-05-04 01:00:00,2026-05-04,Sumatera Utara,3,Berawan,27.0,27.0,27.0,85.0,85.0,85.0,N,1.8,Low,0,BMKG Public Weather Forecast API
2026-05-04 04:00:00,2026-05-04,Sumatera Utara,2,Cerah Berawan,32.0,32.0,32.0,71.0,71.0,71.0,N,4.5,Low,0,BMKG Public Weather Forecast API
2026-05-04 07:00:00,2026-05-04,Sumatera Utara,3,Berawan,28.0,28.0,28.0,84.0,84.0,84.0,SW,5.8,Low,0,BMKG Public Weather Forecast API
2026-05-04 10:00:00,2026-05-04,Sumatera Utara,3,Berawan,26.0,26.0,26.0,91.0,91.0,91.0,SW,3.3,Medium,1,BMKG Public Weather Forecast API
2026-05-04 13:00:00,2026-05-04,Sumatera Utara,3,Berawan,24.0,24.0,24.0,98.0,98.0,98.0,S,1.7,Medium,1,BMKG Public Weather Forecast API
2026-05-04 16:00:00,2026-05-04,Sumatera Utara,3,Berawan,24.0,24.0,24.0,99.0,99.0,99.0,SE,4.2,Medium,1,BMKG Public Weather Forecast API
2026-05-04 19:00:00,2026-05-04,Sumatera Utara,3,Berawan,23.0,23.0,23.0,99.0,99.0,99.0,SW,5.1,Medium,1,BMKG Public Weather Forecast API
2026-05-04 22:00:00,2026-05-04,Sumatera Utara,1,Cerah,23.0,23.0,23.0,98.0,98.0,98.0,S,3.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Aceh,3,Berawan,28.0,28.0,28.0,77.0,77.0,77.0,S,5.1,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Aceh,2,Cerah Berawan,31.0,31.0,31.0,66.0,66.0,66.0,N,13.1,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Aceh,2,Cerah Berawan,30.0,30.0,30.0,72.0,72.0,72.0,N,13.1,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Aceh,3,Berawan,29.0,29.0,29.0,76.0,76.0,76.0,NE,7.0,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Aceh,3,Berawan,27.0,27.0,27.0,83.0,83.0,83.0,NE,7.0,Low,0,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Aceh,3,Berawan,26.0,26.0,26.0,90.0,90.0,90.0,SE,3.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Bali,2,Cerah Berawan,30.0,30.0,30.0,75.0,75.0,75.0,E,27.8,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Bali,2,Cerah Berawan,32.0,32.0,32.0,72.0,72.0,72.0,E,27.8,Medium,1,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Bali,1,Cerah,32.0,32.0,32.0,73.0,73.0,73.0,E,27.8,Medium,1,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Bali,1,Cerah,29.0,29.0,29.0,82.0,82.0,82.0,E,27.8,Medium,1,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Bali,1,Cerah,27.0,27.0,27.0,91.0,91.0,91.0,E,27.8,Medium,2,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Banten,61,Hujan Ringan,31.0,31.0,31.0,87.0,87.0,87.0,SE,5.6,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Banten,95,Hujan Petir,32.0,32.0,32.0,89.0,89.0,89.0,NE,12.3,High,3,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Banten,17,Petir,31.0,31.0,31.0,84.0,84.0,84.0,NE,12.3,Medium,2,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Banten,3,Berawan,28.0,28.0,28.0,88.0,88.0,88.0,SE,6.9,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Banten,3,Berawan,25.0,25.0,25.0,94.0,94.0,94.0,SE,6.9,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Banten,3,Berawan,24.0,24.0,24.0,94.0,94.0,94.0,S,4.4,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Bengkulu,61,Hujan Ringan,27.0,27.0,27.0,83.0,83.0,83.0,NE,4.4,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Bengkulu,61,Hujan Ringan,31.0,31.0,31.0,68.0,68.0,68.0,S,12.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Bengkulu,61,Hujan Ringan,28.0,28.0,28.0,82.0,82.0,82.0,S,12.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Bengkulu,61,Hujan Ringan,24.0,24.0,24.0,98.0,98.0,98.0,NE,7.3,Medium,2,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Bengkulu,3,Berawan,24.0,24.0,24.0,97.0,97.0,97.0,NE,7.3,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Bengkulu,3,Berawan,24.0,24.0,24.0,96.0,96.0,96.0,NE,2.1,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,DI Yogyakarta,2,Cerah Berawan,28.0,28.0,28.0,78.0,78.0,78.0,NE,1.9,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,DI Yogyakarta,3,Berawan,32.0,32.0,32.0,61.0,61.0,61.0,E,6.9,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,DI Yogyakarta,3,Berawan,32.0,32.0,32.0,61.0,61.0,61.0,E,6.9,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,DI Yogyakarta,3,Berawan,27.0,27.0,27.0,86.0,86.0,86.0,NE,11.3,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,DI Yogyakarta,3,Berawan,24.0,24.0,24.0,92.0,92.0,92.0,NE,11.3,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,DI Yogyakarta,2,Cerah Berawan,24.0,24.0,24.0,93.0,93.0,93.0,NE,3.5,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,DKI Jakarta,61,Hujan Ringan,27.0,27.0,27.0,84.0,84.0,84.0,NE,5.8,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,DKI Jakarta,61,Hujan Ringan,27.0,27.0,27.0,83.0,83.0,83.0,NE,10.1,Medium,1,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,DKI Jakarta,3,Berawan,28.0,28.0,28.0,81.0,81.0,81.0,NE,10.1,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,DKI Jakarta,3,Berawan,27.0,27.0,27.0,86.0,86.0,86.0,E,4.1,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,DKI Jakarta,3,Berawan,26.0,26.0,26.0,89.0,89.0,89.0,E,4.1,Low,0,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,DKI Jakarta,3,Berawan,25.0,25.0,25.0,93.0,93.0,93.0,SE,4.3,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Gorontalo,1,Cerah,29.0,29.0,29.0,71.0,71.0,71.0,NE,0.7,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Gorontalo,1,Cerah,30.0,30.0,30.0,73.0,73.0,73.0,S,6.6,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Gorontalo,1,Cerah,29.0,29.0,29.0,74.0,74.0,74.0,S,6.6,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Gorontalo,1,Cerah,26.0,26.0,26.0,90.0,90.0,90.0,N,2.6,Medium,1,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Gorontalo,2,Cerah Berawan,25.0,25.0,25.0,94.0,94.0,94.0,N,2.6,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Jambi,3,Berawan,26.0,26.0,26.0,88.0,88.0,88.0,S,4.6,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Jambi,3,Berawan,29.0,29.0,29.0,74.0,74.0,74.0,SE,6.2,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Jambi,3,Berawan,30.0,30.0,30.0,72.0,72.0,72.0,SE,6.2,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Jambi,3,Berawan,28.0,28.0,28.0,89.0,89.0,89.0,W,2.6,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Jambi,3,Berawan,25.0,25.0,25.0,97.0,97.0,97.0,W,2.6,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Jambi,3,Berawan,24.0,24.0,24.0,98.0,98.0,98.0,E,7.1,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Jawa Barat,3,Berawan,28.0,28.0,28.0,79.0,79.0,79.0,E,2.6,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Jawa Barat,3,Berawan,30.0,30.0,30.0,77.0,77.0,77.0,W,5.6,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Jawa Barat,61,Hujan Ringan,27.0,27.0,27.0,86.0,86.0,86.0,W,5.6,Medium,1,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Jawa Barat,61,Hujan Ringan,24.0,24.0,24.0,91.0,91.0,91.0,NE,6.4,Medium,2,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Jawa Barat,3,Berawan,23.0,23.0,23.0,90.0,90.0,90.0,NE,6.4,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Jawa Barat,3,Berawan,21.0,21.0,21.0,93.0,93.0,93.0,N,2.6,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Jawa Tengah,1,Cerah,27.0,27.0,27.0,72.0,72.0,72.0,NW,6.9,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Jawa Tengah,3,Berawan,29.0,29.0,29.0,65.0,65.0,65.0,E,6.1,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Jawa Tengah,3,Berawan,26.0,26.0,26.0,78.0,78.0,78.0,E,6.1,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Jawa Tengah,3,Berawan,24.0,24.0,24.0,92.0,92.0,92.0,W,1.1,Medium,1,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Jawa Tengah,3,Berawan,23.0,23.0,23.0,93.0,93.0,93.0,W,1.1,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Jawa Tengah,3,Berawan,21.0,21.0,21.0,96.0,96.0,96.0,NW,5.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Jawa Timur,2,Cerah Berawan,23.0,23.0,23.0,70.0,70.0,70.0,S,1.5,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Jawa Timur,3,Berawan,24.0,24.0,24.0,63.0,63.0,63.0,SE,20.4,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Jawa Timur,1,Cerah,22.0,22.0,22.0,70.0,70.0,70.0,SE,20.4,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Jawa Timur,10,Udara Kabur,19.0,19.0,19.0,96.0,96.0,96.0,N,0.5,Medium,1,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Jawa Timur,10,Udara Kabur,17.0,17.0,17.0,100.0,100.0,100.0,N,0.5,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Jawa Timur,45,Kabut/Asap,17.0,17.0,17.0,97.0,97.0,97.0,NW,1.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Kalimantan Barat,2,Cerah Berawan,28.0,28.0,28.0,78.0,78.0,78.0,E,5.4,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Kalimantan Barat,3,Berawan,31.0,31.0,31.0,69.0,69.0,69.0,SW,8.7,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Kalimantan Barat,3,Berawan,29.0,29.0,29.0,79.0,79.0,79.0,SW,8.7,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Kalimantan Barat,3,Berawan,27.0,27.0,27.0,89.0,89.0,89.0,E,6.2,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Kalimantan Barat,3,Berawan,25.0,25.0,25.0,97.0,97.0,97.0,E,6.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Kalimantan Barat,3,Berawan,24.0,24.0,24.0,97.0,97.0,97.0,NE,6.8,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Kalimantan Selatan,61,Hujan Ringan,26.0,26.0,26.0,84.0,84.0,84.0,NE,2.9,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Kalimantan Selatan,95,Hujan Petir,28.0,28.0,28.0,77.0,77.0,77.0,SE,4.8,High,3,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Kalimantan Selatan,17,Petir,24.0,24.0,24.0,96.0,96.0,96.0,SE,4.8,High,3,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Kalimantan Selatan,3,Berawan,23.0,23.0,23.0,98.0,98.0,98.0,W,1.5,Medium,1,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Kalimantan Selatan,3,Berawan,23.0,23.0,23.0,95.0,95.0,95.0,W,1.5,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Kalimantan Tengah,61,Hujan Ringan,30.0,30.0,30.0,83.0,83.0,83.0,NE,5.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Kalimantan Tengah,61,Hujan Ringan,34.0,34.0,34.0,78.0,78.0,78.0,S,9.8,Medium,2,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Kalimantan Tengah,2,Cerah Berawan,31.0,31.0,31.0,86.0,86.0,86.0,S,9.8,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Kalimantan Tengah,2,Cerah Berawan,26.0,26.0,26.0,96.0,96.0,96.0,NE,2.5,Medium,1,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Kalimantan Tengah,2,Cerah Berawan,25.0,25.0,25.0,97.0,97.0,97.0,NE,2.5,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Kalimantan Tengah,2,Cerah Berawan,24.0,24.0,24.0,98.0,98.0,98.0,NE,3.8,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Kalimantan Timur,3,Berawan,27.0,27.0,27.0,80.0,80.0,80.0,N,3.5,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Kalimantan Timur,3,Berawan,28.0,28.0,28.0,77.0,77.0,77.0,SE,7.2,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Kalimantan Timur,3,Berawan,28.0,28.0,28.0,79.0,79.0,79.0,SE,7.2,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Kalimantan Timur,3,Berawan,27.0,27.0,27.0,86.0,86.0,86.0,SW,8.6,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Kalimantan Timur,3,Berawan,26.0,26.0,26.0,92.0,92.0,92.0,SW,8.6,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Kalimantan Utara,3,Berawan,29.0,29.0,29.0,71.0,71.0,71.0,W,6.7,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Kalimantan Utara,3,Berawan,31.0,31.0,31.0,65.0,65.0,65.0,E,9.4,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Kalimantan Utara,3,Berawan,30.0,30.0,30.0,70.0,70.0,70.0,E,9.4,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Kalimantan Utara,Cerah,Cerah,28.0,28.0,28.0,78.0,78.0,78.0,E,11.8,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Kalimantan Utara,Cerah,Cerah,28.0,28.0,28.0,78.0,78.0,78.0,E,11.8,Low,0,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Kepulauan Bangka Belitung,61,Hujan Ringan,28.0,28.0,28.0,85.0,85.0,85.0,S,8.5,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Kepulauan Bangka Belitung,61,Hujan Ringan,30.0,30.0,30.0,76.0,76.0,76.0,N,19.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Kepulauan Bangka Belitung,61,Hujan Ringan,28.0,28.0,28.0,76.0,76.0,76.0,N,19.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Kepulauan Bangka Belitung,95,Hujan Petir,25.0,25.0,25.0,83.0,83.0,83.0,SW,8.2,High,3,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Kepulauan Bangka Belitung,17,Petir,25.0,25.0,25.0,85.0,85.0,85.0,SW,8.2,Medium,2,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Kepulauan Bangka Belitung,3,Berawan,25.0,25.0,25.0,88.0,88.0,88.0,SW,5.9,Low,0,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Kepulauan Riau,3,Berawan,29.0,29.0,29.0,76.0,76.0,76.0,SW,6.7,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Kepulauan Riau,3,Berawan,30.0,30.0,30.0,68.0,68.0,68.0,SE,4.3,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Kepulauan Riau,3,Berawan,31.0,31.0,31.0,68.0,68.0,68.0,SE,4.3,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Kepulauan Riau,2,Cerah Berawan,28.0,28.0,28.0,82.0,82.0,82.0,E,6.3,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Kepulauan Riau,2,Cerah Berawan,26.0,26.0,26.0,94.0,94.0,94.0,E,6.3,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Kepulauan Riau,1,Cerah,25.0,25.0,25.0,93.0,93.0,93.0,W,0.4,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Lampung,3,Berawan,24.0,24.0,24.0,91.0,91.0,91.0,NW,1.4,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Lampung,3,Berawan,26.0,26.0,26.0,84.0,84.0,84.0,NE,10.5,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Lampung,3,Berawan,27.0,27.0,27.0,81.0,81.0,81.0,NE,10.5,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Lampung,3,Berawan,26.0,26.0,26.0,90.0,90.0,90.0,W,0.4,Medium,1,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Lampung,3,Berawan,25.0,25.0,25.0,90.0,90.0,90.0,W,0.4,Medium,1,BMKG Public Weather Forecast API
2026-05-05 16:00:00,2026-05-05,Lampung,3,Berawan,25.0,25.0,25.0,91.0,91.0,91.0,SE,0.6,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Maluku,61,Hujan Ringan,27.0,27.0,27.0,84.0,84.0,84.0,E,1.3,Medium,1,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Maluku,61,Hujan Ringan,26.0,26.0,26.0,86.0,86.0,86.0,SW,3.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Maluku,3,Berawan,25.0,25.0,25.0,93.0,93.0,93.0,SW,3.2,Medium,1,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Maluku,3,Berawan,24.0,24.0,24.0,96.0,96.0,96.0,N,3.9,Medium,1,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Maluku,2,Cerah Berawan,24.0,24.0,24.0,95.0,95.0,95.0,N,3.9,Medium,1,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Maluku Utara,3,Berawan,28.0,28.0,28.0,75.0,75.0,75.0,NW,6.9,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Maluku Utara,3,Berawan,28.0,28.0,28.0,78.0,78.0,78.0,W,8.7,Low,0,BMKG Public Weather Forecast API
2026-05-05 07:00:00,2026-05-05,Maluku Utara,3,Berawan,28.0,28.0,28.0,77.0,77.0,77.0,W,8.7,Low,0,BMKG Public Weather Forecast API
2026-05-05 10:00:00,2026-05-05,Maluku Utara,1,Cerah,28.0,28.0,28.0,78.0,78.0,78.0,W,9.5,Low,0,BMKG Public Weather Forecast API
2026-05-05 13:00:00,2026-05-05,Maluku Utara,1,Cerah,27.0,27.0,27.0,81.0,81.0,81.0,W,9.5,Low,0,BMKG Public Weather Forecast API
2026-05-05 01:00:00,2026-05-05,Nusa Tenggara Barat,1,Cerah,29.0,29.0,29.0,71.0,71.0,71.0,S,6.0,Low,0,BMKG Public Weather Forecast API
2026-05-05 04:00:00,2026-05-05,Nusa Tenggara Barat,2,Cerah Berawan,31.0,31.0,31.0,59.0,59.0,59.0,SW,18.5,Low,0,BMKG Public Weather Forecast API
